video_id,filename,path,source,split,condition,fps,width,height,duration_s,frame_count,annotated_frames,status,url,notes
YT_001,YT_001.mp4,data/raw_videos/youtube/YT_001.mp4,youtube,train_val,healthy,30,0,0,262.6,0,25,pending_download,https://www.youtube.com/watch?v=iYpDwhpILkQ,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_012,YT_012.mp4,data/raw_videos/youtube/YT_012.mp4,youtube,train_val,healthy,30,0,0,226.4,0,25,pending_download,SEARCH: laryngoscopy normal vocal fold closure phonation,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_013,YT_013.mp4,data/raw_videos/youtube/YT_013.mp4,youtube,train_val,healthy,30,0,0,97.2,0,25,pending_download,SEARCH: in-office laryngoscopy normal breathing tasks demonstration,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_014,YT_014.mp4,data/raw_videos/youtube/YT_014.mp4,youtube,train_val,healthy,30,0,0,143.7,0,25,pending_download,SEARCH: flexible laryngoscopy normal vocal folds clinical ENT,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_015,YT_015.mp4,data/raw_videos/youtube/YT_015.mp4,youtube,train_val,healthy,30,0,0,265.5,0,25,pending_download,SEARCH: nasolaryngoscopy normal vocal fold oscillation,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_016,YT_016.mp4,data/raw_videos/youtube/YT_016.mp4,youtube,train_val,healthy,30,0,0,237.1,0,25,pending_download,SEARCH: videolaryngoscopy tutorial normal vocal cord function,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_017,YT_017.mp4,data/raw_videos/youtube/YT_017.mp4,youtube,train_val,healthy,30,0,0,149.5,0,25,pending_download,SEARCH: flexible laryngoscopy healthy volunteer vocal folds,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_018,YT_018.mp4,data/raw_videos/youtube/YT_018.mp4,youtube,train_val,healthy,30,0,0,249.1,0,25,pending_download,SEARCH: laryngoscopy normal glottis view sustained i vowel,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_019,YT_019.mp4,data/raw_videos/youtube/YT_019.mp4,youtube,train_val,healthy,30,0,0,308.5,0,25,pending_download,SEARCH: in-office nasolaryngoscopy vocal folds normal mobility,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_020,YT_020.mp4,data/raw_videos/youtube/YT_020.mp4,youtube,train_val,healthy,30,0,0,91.8,0,25,pending_download,SEARCH: flexible laryngoscopy teaching video normal vocal folds,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_021,YT_021.mp4,data/raw_videos/youtube/YT_021.mp4,youtube,train_val,healthy,30,0,0,307.6,0,25,pending_download,SEARCH: endoscopy larynx normal vocal cord anatomy tutorial,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_022,YT_022.mp4,data/raw_videos/youtube/YT_022.mp4,youtube,train_val,healthy,30,0,0,278.5,0,25,pending_download,SEARCH: laryngoscopy examination normal vocal fold adductor abductor,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_023,YT_023.mp4,data/raw_videos/youtube/YT_023.mp4,youtube,train_val,healthy,30,0,0,181.9,0,25,pending_download,SEARCH: transnasal flexible laryngoscopy normal speech phonation,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_024,YT_024.mp4,data/raw_videos/youtube/YT_024.mp4,youtube,train_val,healthy,30,0,0,132.0,0,25,pending_download,SEARCH: flexible laryngoscopy normal vocal cords breathing sniffing,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_025,YT_025.mp4,data/raw_videos/youtube/YT_025.mp4,youtube,train_val,healthy,30,0,0,348.4,0,25,pending_download,SEARCH: nasolaryngoscopy demonstration normal vocal folds ENT clinic,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_026,YT_026.mp4,data/raw_videos/youtube/YT_026.mp4,youtube,train_val,VFI,30,0,0,180.9,0,25,pending_download,SEARCH: vocal fold paralysis laryngoscopy unilateral,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_027,YT_027.mp4,data/raw_videos/youtube/YT_027.mp4,youtube,train_val,VFI,30,0,0,115.0,0,25,pending_download,SEARCH: laryngoscopy vocal fold immobility unilateral paralysis,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_028,YT_028.mp4,data/raw_videos/youtube/YT_028.mp4,youtube,train_val,VFI,30,0,0,116.1,0,25,pending_download,SEARCH: unilateral vocal fold paralysis endoscopy demonstration,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_029,YT_029.mp4,data/raw_videos/youtube/YT_029.mp4,youtube,train_val,VFI,30,0,0,318.8,0,25,pending_download,SEARCH: laryngoscopy recurrent laryngeal nerve palsy vocal fold,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_030,YT_030.mp4,data/raw_videos/youtube/YT_030.mp4,youtube,train_val,VFI,30,0,0,253.0,0,25,pending_download,SEARCH: vocal fold paralysis flexible laryngoscopy ENT,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_031,YT_031.mp4,data/raw_videos/youtube/YT_031.mp4,youtube,train_val,VFI,30,0,0,307.9,0,25,pending_download,SEARCH: laryngoscopy unilateral vocal cord paralysis motion,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_032,YT_032.mp4,data/raw_videos/youtube/YT_032.mp4,youtube,train_val,VFI,30,0,0,287.0,0,25,pending_download,SEARCH: videolaryngoscopy vocal fold immobility comparison normal,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_033,YT_033.mp4,data/raw_videos/youtube/YT_033.mp4,youtube,train_val,VFI,30,0,0,234.8,0,25,pending_download,SEARCH: flexible laryngoscopy vocal fold paresis immobility,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_034,YT_034.mp4,data/raw_videos/youtube/YT_034.mp4,youtube,train_val,VFI,30,0,0,352.7,0,25,pending_download,SEARCH: laryngoscopy bilateral vocal fold paralysis,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_035,YT_035.mp4,data/raw_videos/youtube/YT_035.mp4,youtube,train_val,VFI,30,0,0,192.2,0,25,pending_download,SEARCH: vocal cord paralysis laryngoscopy ENT teaching video,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_036,YT_036.mp4,data/raw_videos/youtube/YT_036.mp4,youtube,train_val,VFI,30,0,0,239.1,0,25,pending_download,SEARCH: laryngoscopy vocal fold immobility phonation gap,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_037,YT_037.mp4,data/raw_videos/youtube/YT_037.mp4,youtube,train_val,VFI,30,0,0,313.9,0,25,pending_download,SEARCH: flexible nasolaryngoscopy vocal fold paralysis phonation,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_038,YT_038.mp4,data/raw_videos/youtube/YT_038.mp4,youtube,train_val,VFI,30,0,0,257.0,0,25,pending_download,SEARCH: laryngoscopy recurrent laryngeal palsy vocal fold immobility,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_039,YT_039.mp4,data/raw_videos/youtube/YT_039.mp4,youtube,train_val,VFI,30,0,0,322.7,0,25,pending_download,SEARCH: transnasal laryngoscopy vocal fold paresis glottis,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_040,YT_040.mp4,data/raw_videos/youtube/YT_040.mp4,youtube,train_val,VFI,30,0,0,245.9,0,25,pending_download,SEARCH: laryngoscopy vocal fold paralysis posterior glottic gap,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_041,YT_041.mp4,data/raw_videos/youtube/YT_041.mp4,youtube,train_val,VFI,30,0,0,280.2,0,25,pending_download,SEARCH: videolaryngoscopy vocal cord immobility clinical case,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_042,YT_042.mp4,data/raw_videos/youtube/YT_042.mp4,youtube,train_val,VFI,30,0,0,102.4,0,25,pending_download,SEARCH: flexible laryngoscopy vocal fold paralysis breathing dysphonia,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_043,YT_043.mp4,data/raw_videos/youtube/YT_043.mp4,youtube,train_val,VFI,30,0,0,151.5,0,25,pending_download,SEARCH: laryngoscopy unilateral vocal fold paralysis compensation,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_044,YT_044.mp4,data/raw_videos/youtube/YT_044.mp4,youtube,train_val,VFI,30,0,0,168.1,0,25,pending_download,SEARCH: nasolaryngoscopy vocal fold immobility paramedian position,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_045,YT_045.mp4,data/raw_videos/youtube/YT_045.mp4,youtube,train_val,VFI,30,0,0,111.5,0,25,pending_download,SEARCH: in-office laryngoscopy vocal fold paralysis case demonstration,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_046,YT_046.mp4,data/raw_videos/youtube/YT_046.mp4,youtube,train_val,MTD,30,0,0,152.9,0,25,pending_download,SEARCH: laryngoscopy muscle tension dysphonia supraglottic compression,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_047,YT_047.mp4,data/raw_videos/youtube/YT_047.mp4,youtube,train_val,MTD,30,0,0,117.3,0,25,pending_download,SEARCH: flexible laryngoscopy dysphonia vocal hyperfunction,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_048,YT_048.mp4,data/raw_videos/youtube/YT_048.mp4,youtube,train_val,LD,30,0,0,165.1,0,25,pending_download,SEARCH: laryngoscopy spasmodic dysphonia vocal fold spasm,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_049,YT_049.mp4,data/raw_videos/youtube/YT_049.mp4,youtube,train_val,LD,30,0,0,261.6,0,25,pending_download,SEARCH: flexible laryngoscopy laryngeal dystonia spasmodic,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_050,YT_050.mp4,data/raw_videos/youtube/YT_050.mp4,youtube,train_val,MTD,30,0,0,188.5,0,25,pending_download,SEARCH: laryngoscopy muscle tension dysphonia MTD clinical,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_051,YT_051.mp4,data/raw_videos/youtube/YT_051.mp4,youtube,train_val,MTD,30,0,0,189.9,0,25,pending_download,SEARCH: videolaryngoscopy dysphonia hyperfunctional voice,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_052,YT_052.mp4,data/raw_videos/youtube/YT_052.mp4,youtube,train_val,presbyphonia,30,0,0,146.6,0,25,pending_download,SEARCH: flexible laryngoscopy presbyphonia age-related vocal fold,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_053,YT_053.mp4,data/raw_videos/youtube/YT_053.mp4,youtube,train_val,presbyphonia,30,0,0,162.1,0,25,pending_download,SEARCH: laryngoscopy vocal fold atrophy presbyphonia elder,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_054,YT_054.mp4,data/raw_videos/youtube/YT_054.mp4,youtube,train_val,other_pathology,30,0,0,342.9,0,25,pending_download,SEARCH: nasolaryngoscopy vocal fold lesion polyp nodule,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_055,YT_055.mp4,data/raw_videos/youtube/YT_055.mp4,youtube,train_val,other_pathology,30,0,0,265.0,0,25,pending_download,SEARCH: flexible laryngoscopy vocal fold cyst lesion,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_056,YT_056.mp4,data/raw_videos/youtube/YT_056.mp4,youtube,train_val,other_pathology,30,0,0,254.5,0,25,pending_download,SEARCH: laryngoscopy vocal fold nodules phonation,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_057,YT_057.mp4,data/raw_videos/youtube/YT_057.mp4,youtube,train_val,other_pathology,30,0,0,136.2,0,25,pending_download,SEARCH: videolaryngoscopy laryngeal pathology mixed dysphonia,White-light flexible in-office laryngoscopy; glottis must be clearly visible; yt-dlp best quality <=720p
YT_058,YT_058.mp4,data/raw_videos/youtube/YT_058.mp4,youtube,test,LD,30,0,0,286.9,0,5,pending_download,SEARCH: laryngoscopy spasmodic dysphonia adductor vocal fold spasm,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
YT_059,YT_059.mp4,data/raw_videos/youtube/YT_059.mp4,youtube,test,LD,30,0,0,134.1,0,5,pending_download,SEARCH: flexible laryngoscopy laryngeal dystonia clinical case,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
YT_060,YT_060.mp4,data/raw_videos/youtube/YT_060.mp4,youtube,test,VFI,30,0,0,192.5,0,5,pending_download,SEARCH: nasolaryngoscopy vocal fold paralysis before after treatment,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
YT_061,YT_061.mp4,data/raw_videos/youtube/YT_061.mp4,youtube,test,VFI,30,0,0,357.2,0,5,pending_download,SEARCH: laryngoscopy vocal fold paralysis speech therapy,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
YT_062,YT_062.mp4,data/raw_videos/youtube/YT_062.mp4,youtube,test,presbyphonia,30,0,0,262.8,0,5,pending_download,SEARCH: flexible laryngoscopy vocal fold atrophy injection augmentation,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
YT_063,YT_063.mp4,data/raw_videos/youtube/YT_063.mp4,youtube,test,other_pathology,30,0,0,240.4,0,5,pending_download,SEARCH: laryngoscopy dysphonia mixed pathology vocal folds,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
YT_064,YT_064.mp4,data/raw_videos/youtube/YT_064.mp4,youtube,test,VFI,30,0,0,274.8,0,5,pending_download,SEARCH: flexible nasolaryngoscopy vocal fold immobility phonation,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
YT_065,YT_065.mp4,data/raw_videos/youtube/YT_065.mp4,youtube,test,VFI,30,0,0,317.6,0,5,pending_download,SEARCH: laryngoscopy vocal fold paralysis injection medialization,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
YT_066,YT_066.mp4,data/raw_videos/youtube/YT_066.mp4,youtube,test,dysphonia_mixed,30,0,0,299.5,0,5,pending_download,SEARCH: videolaryngoscopy dysphonia vocal fold motion assessment,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
YT_067,YT_067.mp4,data/raw_videos/youtube/YT_067.mp4,youtube,test,other_pathology,30,0,0,151.8,0,5,pending_download,SEARCH: flexible laryngoscopy vocal fold lesion ablation before after,Held-out test set (replaces paper NCT05216770 LD test); annotate 5 frames per video; yt-dlp best quality <=720p
